action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,modality,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,113793,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3cccc(CO)c3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '16.49', 'le': '0.33', 'lle': '2.51', 'sei': '8.80'}",,CHEMBL327127,,CHEMBL327127,7.05,0,http://www.openphacts.org/units/Nanomolar,210186,=,1,1,=,,IC50,nM,,90.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.09
,,113901,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997.0,,,CHEMBL294475,,CHEMBL294475,9.09,0,http://www.openphacts.org/units/Nanomolar,89154,=,1,1,=,,IC50,nM,,0.81,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.81
,,113902,[],CHEMBL680026,Tested for ability to inhibit autophosphorylation of the Epidermal growth factor receptor in human epidermoid carcinoma cells,F,,,BAO_0000190,BAO_0000019,assay format,Brc1cccc(Nc2ncnc3cnc(NCCN4CCOCC4)nc23)c1,,,CHEMBL1130057,J Med Chem,1997.0,,,CHEMBL294475,,CHEMBL294475,8.51,0,http://www.openphacts.org/units/Nanomolar,89154,=,1,1,=,,IC50,nM,,3.1,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,3.1
,,114492,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=O)C(c2c[nH]c3ccccc23)=C1c1c[nH]c2ccccc12,,,CHEMBL1127678,J Med Chem,1994.0,,,CHEMBL266487,RO-316233,CHEMBL266487,,0,http://www.openphacts.org/units/Nanomolar,2997,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0
,,114538,[],CHEMBL677390,Inhibition of human epidermal growth factor receptor (EGFR),B,,,BAO_0000190,BAO_0000357,single protein format,O=C(CCc1c(SSc2[nH]c3ccccc3c2CCC(=O)NCc2ccccc2)[nH]c2ccccc12)NCc1ccccc1,,,CHEMBL1127560,J Med Chem,1994.0,"{'bei': '9.81', 'le': '0.19', 'lle': '-1.88', 'sei': '6.76'}",,CHEMBL293261,,CHEMBL293261,6.07,0,http://www.openphacts.org/units/Nanomolar,109061,=,1,1,=,,IC50,nM,,850.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.85
,Not Determined,115001,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(O)cc3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,,,CHEMBL323405,,CHEMBL323405,,0,http://www.openphacts.org/units/Nanomolar,210187,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,
,Not Determined,115005,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(Nc3ccc(OCCN)cc3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,,,CHEMBL331366,,CHEMBL331366,,0,http://www.openphacts.org/units/Nanomolar,210180,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,
,,115064,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,CNc1ncc2ncnc(Nc3ccccc3)c2n1,,,CHEMBL1130057,J Med Chem,1997.0,,,CHEMBL53310,,CHEMBL53310,7.89,0,http://www.openphacts.org/units/Nanomolar,89141,=,1,1,=,,IC50,nM,,13.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,13.0
,,115581,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,O=C1NC(=O)c2cc(Nc3ccc(O)cc3)c(Nc3ccc(O)cc3)cc21,,,CHEMBL1127678,J Med Chem,1994.0,"{'bei': '15.50', 'le': '0.28', 'lle': '2.13', 'sei': '5.06'}",,CHEMBL267019,,CHEMBL267019,5.60,0,http://www.openphacts.org/units/Nanomolar,2993,=,1,1,=,,IC50,nM,,2500.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,2.5
,,115911,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '24.80', 'le': '0.54', 'lle': '4.89', 'sei': '13.68'}",,CHEMBL285063,,CHEMBL285063,9.15,1,http://www.openphacts.org/units/Nanomolar,265487,=,1,1,=,,IC50,nM,,0.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.7
,,115912,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '23.21', 'le': '0.51', 'lle': '4.31', 'sei': '12.81'}",,CHEMBL285063,,CHEMBL285063,8.57,1,http://www.openphacts.org/units/Nanomolar,265487,=,1,1,=,,IC50,nM,,2.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,2.7
,,115914,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '24.21', 'le': '0.53', 'lle': '5.25', 'sei': '11.66'}",,CHEMBL136404,,CHEMBL136404,9.30,0,http://www.openphacts.org/units/Nanomolar,265486,=,1,1,=,,IC50,nM,,0.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.5
,,115915,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '21.12', 'le': '0.46', 'lle': '4.06', 'sei': '10.17'}",,CHEMBL136404,,CHEMBL136404,8.11,0,http://www.openphacts.org/units/Nanomolar,265486,=,1,1,=,,IC50,nM,,7.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,7.7
,,116316,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(NCc3ccccc3)nc21,,,CHEMBL1131066,J Med Chem,1998.0,,,CHEMBL113356,,CHEMBL113356,,0,http://www.openphacts.org/units/Nanomolar,210165,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0
,,116920,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc(C#N)ccc3n2C)c(C(=O)Nc2ccccc2)c2cc(C#N)ccc21,,,CHEMBL1127560,J Med Chem,1994.0,"{'bei': '6.96', 'le': '0.13', 'lle': '-3.45', 'sei': '3.69'}",,CHEMBL291979,,CHEMBL291979,4.27,0,http://www.openphacts.org/units/Nanomolar,109040,=,1,1,=,,IC50,nM,,54100.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,54.1
,,116922,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cccc(O)c3n2C)c(C(=O)Nc2ccccc2)c2cccc(O)c21,,,CHEMBL1127560,J Med Chem,1994.0,"{'bei': '6.73', 'le': '0.13', 'lle': '-3.39', 'sei': '3.69'}",,CHEMBL62843,,CHEMBL62843,4.00,0,http://www.openphacts.org/units/Nanomolar,109047,=,1,1,=,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,116924,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CN1C(=S)C(C)(C(=O)Nc2ccccc2)c2ccccc21,,,CHEMBL1127560,J Med Chem,1994.0,,,CHEMBL63009,,CHEMBL63009,,0,http://www.openphacts.org/units/Nanomolar,109042,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,117058,[],CHEMBL679549,Inhibitory activity against recombinant tyrosine kinase EGF-R (EGF-R ICD),B,,,BAO_0000190,BAO_0000357,single protein format,CN(c1ccccc1)c1cc2c(cc1N(C)c1ccccc1)C(=O)NC2=O,,,CHEMBL1127678,J Med Chem,1994.0,,,CHEMBL267941,,CHEMBL267941,,0,http://www.openphacts.org/units/Nanomolar,3005,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0
,,117213,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '25.43', 'le': '0.56', 'lle': '6.09', 'sei': '13.76'}",,CHEMBL334697,,CHEMBL334697,9.77,0,http://www.openphacts.org/units/Nanomolar,265488,=,1,1,=,,IC50,nM,,0.17,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.17
,,117214,[],CHEMBL677217,Inhibition of autophosphorylation of EGFR in A431 cells,F,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N(C)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,,,CHEMBL334697,,CHEMBL334697,7.89,0,http://www.openphacts.org/units/Nanomolar,265488,=,1,1,=,,IC50,nM,,13.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,13.0
,,117228,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '17.36', 'le': '0.37', 'lle': '5.27', 'sei': '8.15'}",,CHEMBL434827,,CHEMBL434827,9.14,0,http://www.openphacts.org/units/Nanomolar,265479,=,1,1,=,,IC50,nM,,0.73,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.73
,,117229,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '14.58', 'le': '0.31', 'lle': '3.81', 'sei': '6.85'}",,CHEMBL434827,,CHEMBL434827,7.68,0,http://www.openphacts.org/units/Nanomolar,265479,=,1,1,=,,IC50,nM,,21.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,21.0
,,117231,[],CHEMBL679948,Inhibition of EGF-stimulated autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,CCN(CC)CCCNC(=O)/C=C/C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '14.58', 'le': '0.31', 'lle': '3.81', 'sei': '6.85'}",,CHEMBL434827,,CHEMBL434827,7.68,0,http://www.openphacts.org/units/Nanomolar,265479,=,1,1,=,,IC50,nM,,21.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,21.0
,,118165,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cc1cccc2c1c(C(=O)Nc1ccccc1)c(SSc1c(C(=O)Nc3ccccc3)c3c(C)cccc3n1C)n2C,,,CHEMBL1127560,J Med Chem,1994.0,,,CHEMBL292287,,CHEMBL292287,,0,http://www.openphacts.org/units/Nanomolar,109059,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,118168,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,Cn1c(SSc2c(C(=O)Nc3ccccc3)c3cc([N+](=O)[O-])ccc3n2C)c(C(=O)Nc2ccccc2)c2cc([N+](=O)[O-])ccc21,,,CHEMBL1127560,J Med Chem,1994.0,"{'bei': '8.12', 'le': '0.16', 'lle': '-2.49', 'sei': '3.43'}",,CHEMBL64430,,CHEMBL64430,5.30,0,http://www.openphacts.org/units/Nanomolar,109039,=,1,1,=,,IC50,nM,,5000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.0
,,118170,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CC(=O)Oc1ccc2c(C(=O)Nc3ccccc3)c(SSc3c(C(=O)Nc4ccccc4)c4ccc(OC(C)=O)cc4n3C)n(C)c2c1,,,CHEMBL1127560,J Med Chem,1994.0,,,CHEMBL64068,,CHEMBL64068,,0,http://www.openphacts.org/units/Nanomolar,109035,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,118172,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CN1C(=S)C(C(=O)Nc2ccccc2)c2cc(Cl)ccc21,,,CHEMBL1127560,J Med Chem,1994.0,,,CHEMBL62067,,CHEMBL62067,,0,http://www.openphacts.org/units/Nanomolar,109044,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,118174,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CSc1c(C(=O)Nc2ccccc2)c2ccccc2n1C,,,CHEMBL1127560,J Med Chem,1994.0,,,CHEMBL64814,,CHEMBL64814,,0,http://www.openphacts.org/units/Nanomolar,109052,>,1,1,>,,IC50,nM,,100000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,100.0
,,118461,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '17.23', 'le': '0.37', 'lle': '4.80', 'sei': '10.26'}",,CHEMBL137082,,CHEMBL137082,8.57,0,http://www.openphacts.org/units/Nanomolar,265484,=,1,1,=,,IC50,nM,,2.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,2.7
,,118462,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=CC(=O)N(CCCN1CCOCC1)c1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '13.68', 'le': '0.29', 'lle': '3.04', 'sei': '8.15'}",,CHEMBL137082,,CHEMBL137082,6.81,0,http://www.openphacts.org/units/Nanomolar,265484,=,1,1,=,,IC50,nM,,156.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,156.0
,,118831,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)c1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,,,CHEMBL1131066,J Med Chem,1998.0,,,CHEMBL299347,,CHEMBL299347,,1,http://www.openphacts.org/units/Nanomolar,210164,>,1,1,>,,IC50,nM,,50000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,50.0
,,118835,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,COc1cc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc(OC)c1,,,CHEMBL1131066,J Med Chem,1998.0,"{'bei': '14.17', 'le': '0.29', 'lle': '1.42', 'sei': '8.28'}",,CHEMBL324926,,CHEMBL324926,6.48,0,http://www.openphacts.org/units/Nanomolar,210184,=,1,1,=,,IC50,nM,,330.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,0.33
,,118874,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Clc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997.0,,,CHEMBL53311,,CHEMBL53311,7.09,0,http://www.openphacts.org/units/Nanomolar,89142,=,1,1,=,,IC50,nM,,82.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,82.0
,,119381,[],CHEMBL677391,Inhibition of tyrosine phosphorylation activity of the epidermal growth factor receptor (EGFR) tyrosine kinase from human A-431 carcinoma cell-shed membrane vesicles,B,,,BAO_0000190,BAO_0000019,assay format,CN1C(=S)C(C(=O)Nc2ccccc2)c2ccccc21,,,CHEMBL1127560,J Med Chem,1994.0,"{'bei': '21.25', 'le': '0.41', 'lle': '2.81', 'sei': '18.55'}",,CHEMBL62176,,CHEMBL62176,6.00,0,http://www.openphacts.org/units/Nanomolar,109045,=,1,1,=,,IC50,nM,,1000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,1.0
,,119394,[],CHEMBL676146,Inhibition of EGF-dependent DNA synthesis in ER 22 cells incubated with [3H]TdR,F,,,BAO_0000190,BAO_0000219,cell-based format,O=C(O)c1cc(/N=C/c2ccccc2O)ccc1O,,,CHEMBL1127084,J Med Chem,1993.0,,,CHEMBL130694,,CHEMBL130694,,0,http://www.openphacts.org/units/Nanomolar,252386,>,1,1,>,,IC50,nM,,20000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,20.0
,,119396,[],CHEMBL676146,Inhibition of EGF-dependent DNA synthesis in ER 22 cells incubated with [3H]TdR,F,,,BAO_0000190,BAO_0000219,cell-based format,COC(=O)c1cc(NCc2cccc(O)c2)ccc1O,,,CHEMBL1127084,J Med Chem,1993.0,,,CHEMBL423159,,CHEMBL423159,4.68,0,http://www.openphacts.org/units/Nanomolar,252392,=,1,1,=,,IC50,nM,,21000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,21.0
,,119922,[],CHEMBL680019,Inhibitory concentration was evaluated against epidermal growth factor receptor (EGFr) tyrosine kinase,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)Nc1ncc2cc(-c3c(Cl)cccc3Cl)c(=O)n(C)c2n1,,,CHEMBL1131066,J Med Chem,1998.0,,,CHEMBL109759,,CHEMBL109759,,0,http://www.openphacts.org/units/Nanomolar,210151,>,1,1,>,,IC50,nM,,5000.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,5.0
,,119990,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997.0,,,CHEMBL299622,,CHEMBL299622,9.12,0,http://www.openphacts.org/units/Nanomolar,89169,=,1,1,=,,IC50,nM,,0.76,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,0.76
,,119991,[],CHEMBL680026,Tested for ability to inhibit autophosphorylation of the Epidermal growth factor receptor in human epidermoid carcinoma cells,F,,,BAO_0000190,BAO_0000019,assay format,CNc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997.0,,,CHEMBL299622,,CHEMBL299622,7.52,0,http://www.openphacts.org/units/Nanomolar,89169,=,1,1,=,,IC50,nM,,30.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,30.0
,,120871,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '22.89', 'le': '0.50', 'lle': '4.75', 'sei': '11.02'}",,CHEMBL138363,,CHEMBL138363,8.80,0,http://www.openphacts.org/units/Nanomolar,265489,=,1,1,=,,IC50,nM,,1.6,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,1.6
,,120872,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C=C(C)C(=O)Nc1cc2c(Nc3cccc(Br)c3)ncnc2cn1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '19.15', 'le': '0.42', 'lle': '3.31', 'sei': '9.22'}",,CHEMBL138363,,CHEMBL138363,7.36,0,http://www.openphacts.org/units/Nanomolar,265489,=,1,1,=,,IC50,nM,,44.0,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,44.0
,,120874,[],CHEMBL673925,Inhibition of phosphorylation of a polyglutamic acid/tyrosine random copolymer by EGFR enzyme (from human A431 carcinoma cell vesicles),B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '24.16', 'le': '0.53', 'lle': '4.61', 'sei': '13.84'}",,CHEMBL93464,,CHEMBL93464,9.26,0,http://www.openphacts.org/units/Nanomolar,265460,=,1,1,=,,IC50,nM,,0.55,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50 app,nM,UO_0000065,,0.55
,,120875,[],CHEMBL677216,Inhibition of autophosphorylation of EGFR in A431 cells,B,,,BAO_0000190,BAO_0000219,cell-based format,C/C=C/C(=O)Nc1ccc2ncnc(Nc3cccc(Br)c3)c2c1,,,CHEMBL1134843,J Med Chem,2001.0,"{'bei': '21.03', 'le': '0.46', 'lle': '3.41', 'sei': '12.05'}",,CHEMBL93464,,CHEMBL93464,8.06,0,http://www.openphacts.org/units/Nanomolar,265460,=,1,1,=,,IC50,nM,,8.7,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,8.7
,Not Determined,121283,[],CHEMBL680020,Inhibition of epidermal growth factor receptor (EGFr) tyrosine kinase activity,B,,,BAO_0000190,BAO_0000357,single protein format,CN(C)CCOc1ccc(Nc2ncc3cc(-c4c(Cl)cccc4Cl)c(=O)n(C)c3n2)cc1,,,CHEMBL1131066,J Med Chem,1998.0,,,CHEMBL112080,,CHEMBL112080,,0,http://www.openphacts.org/units/Nanomolar,210178,,1,0,,,IC50,nM,,,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,uM,UO_0000065,,
,,121309,[],CHEMBL679947,"Inhibition of phosphorylation of phospholipase C gamma1 by Epidermal growth factor receptor, from human A431 carcinoma cell vesicles",F,,,BAO_0000190,BAO_0000019,assay format,Nc1ncc2ncnc(Nc3cccc(Br)c3)c2n1,,,CHEMBL1130057,J Med Chem,1997.0,,,CHEMBL53831,,CHEMBL53831,8.82,0,http://www.openphacts.org/units/Nanomolar,89143,=,1,1,=,,IC50,nM,,1.5,CHEMBL203,Homo sapiens,Epidermal growth factor receptor,9606,,,IC50,nM,UO_0000065,,1.5
